id,MedHouseVal
37137,0.6580880386806708
37138,1.088090771722843
37139,3.7180189121802405
37140,2.729746485756331
37141,2.2837626179861874
37142,3.0756611568249776
37143,1.4266078720139075
37144,1.8542482748932292
37145,0.8435091845600133
37146,0.9087535289389601
37147,2.1948862037741073
37148,1.3327343937203433
37149,1.3078148627466268
37150,1.9281009910423423
37151,1.3584328175822447
37152,3.466260815242584
37153,1.3575294215149696
37154,1.814749868575536
37155,1.7673488046795156
37156,0.8385471215975153
37157,2.4706735888913447
37158,0.7987516693516963
37159,1.008414928010097
37160,0.9038196883274927
37161,1.9065482663513527
37162,2.7148643697086157
37163,2.1839320876102675
37164,1.8834037798848533
37165,4.015150399650615
37166,1.6166056212843272
37167,4.987304454313383
37168,4.999889694309385
37169,1.341850116706084
37170,0.7656851326177787
37171,3.5120908113488394
37172,4.037947610354412
37173,2.2019081947840755
37174,1.5401500118357596
37175,1.1145562131480506
37176,2.500599524111846
37177,2.213261593420897
37178,0.9587047174725738
37179,1.3533980285641025
37180,4.309719817228134
37181,1.8127488288974631
37182,0.6611883229968929
37183,2.741918110120792
37184,2.768862886078009
37185,2.920899913674069
37186,1.75118914569869
37187,1.2291129188582373
37188,3.171651476063721
37189,0.8161605628572391
37190,2.0756898696050006
37191,1.4962358222649472
37192,0.9574948957429864
37193,3.5900883548654696
37194,1.0015515986773844
37195,2.941803418816953
37196,1.3181995138686944
37197,0.8943827938099775
37198,2.0126392900499037
37199,1.7237325735666307
37200,3.4617871853068953
37201,3.867780362688751
37202,2.6263710691277113
37203,1.9768378629639414
37204,1.7217829982641837
37205,2.5180485627713094
37206,2.6244560585582426
37207,1.3481252850587486
37208,0.7884435967833806
37209,2.78785282315404
37210,3.6365956236227532
37211,3.650097095136429
37212,1.2471876447406725
37213,3.1367957033044793
37214,1.5309403795310048
37215,0.9782717127083288
37216,1.5930180725161733
37217,1.785401232273817
37218,3.4373213222938115
37219,1.1790661920670706
37220,1.7384820488763761
37221,0.9817610886673656
37222,1.3059029027661446
37223,1.669800987684646
37224,2.8331328858084337
37225,1.6616618167265846
37226,4.784725425744179
37227,2.3208116270491583
37228,0.7000545796861161
37229,2.848354631422262
37230,2.8954159177997822
37231,0.6645121669257716
37232,4.4566682817626795
37233,0.9789500424583484
37234,0.7002280618566492
37235,2.100217656380878
37236,2.7059511867050943
37237,2.388162783257772
37238,3.8000269385970022
37239,1.6654174527478633
37240,0.8572917025380485
37241,2.497358532146779
37242,2.517445120705725
37243,3.1818638343196115
37244,1.315121469813722
37245,2.499352047866949
37246,1.4108799570068444
37247,1.2894717285703272
37248,1.9765805191777432
37249,3.7835522553544667
37250,1.2658891195000064
37251,2.582497098585868
37252,3.6226132686825254
37253,2.5295313114386033
37254,1.636057565750219
37255,1.7117128375176025
37256,2.04360401864794
37257,4.447552461413066
37258,1.4900715103350408
37259,3.036247425729659
37260,1.6189487802174896
37261,2.382824293530396
37262,2.2040317092317654
37263,0.981934778969493
37264,1.2241976690266423
37265,2.912443613141709
37266,1.4586841674435413
37267,2.684134321616072
37268,0.9935343645128504
37269,1.1429386024248427
37270,1.5756979951083652
37271,2.3672237843571997
37272,0.9319147898071862
37273,1.8844589388650108
37274,0.9533769063366857
37275,3.7827853093364388
37276,1.3334668668930725
37277,1.7128445561996264
37278,1.337047270029668
37279,3.06590149488358
37280,2.796266711243149
37281,2.488038503833319
37282,2.1416653971224466
37283,2.372115805107973
37284,3.7307447325407845
37285,2.647968407274481
37286,2.0417841687955436
37287,2.1251257023094237
37288,1.3989683689204948
37289,0.7950083758698823
37290,0.9166262184343894
37291,1.7637636127089016
37292,1.6907788742798
37293,1.2680809476717383
37294,1.3232659617590152
37295,0.7048116805509451
37296,0.7043474656550568
37297,0.5650737857428372
37298,1.6892707092201824
37299,3.17508825869111
37300,1.356591719561046
37301,2.1341731225080034
37302,0.8050427461721817
37303,3.0018200035092124
37304,2.598067576495986
37305,1.3706319686241353
37306,1.5729406548756708
37307,2.0994866396036547
37308,4.712898713757033
37309,2.849892588727549
37310,1.9999037280078205
37311,1.1328422239252873
37312,1.2303520763236533
37313,2.487753430561642
37314,3.308167825567184
37315,0.650915221681366
37316,0.7905926114988261
37317,3.5873581676587616
37318,1.9358738352380023
37319,1.3738184532590276
37320,0.6656583400944406
37321,1.383202115595818
37322,1.7190633815249394
37323,2.3545359117001685
37324,1.0563569149070795
37325,2.489300789576732
37326,0.8757954891306206
37327,1.7802901670239262
37328,1.2648795041942427
37329,1.7057117384140015
37330,0.874349270269224
37331,2.0480321833210855
37332,0.9353956876123846
37333,2.0909446794740605
37334,1.3180480840510496
37335,1.7325941094604531
37336,1.3120262218216943
37337,0.7280992546040195
37338,2.5638355742526038
37339,0.9918657255351956
37340,1.065087878440207
37341,2.5816172105414164
37342,2.0417804572340503
37343,1.601818282843773
37344,1.8731333483876107
37345,4.9749459303837265
37346,1.695879034957218
37347,1.394498045973665
37348,1.0486993876861277
37349,1.4461397934087339
37350,2.0119778948580005
37351,2.519904582048459
37352,2.1964572453814983
37353,1.6992971808642885
37354,2.5067611337853464
37355,1.236260750116138
37356,0.6646299751274879
37357,2.6828106804554843
37358,4.06890013509101
37359,3.4047366997053223
37360,0.7924760375339185
37361,2.9080061742837096
37362,0.5946781257359975
37363,0.5844820618383366
37364,2.688407708473628
37365,2.7485076045132235
37366,1.2948325243388283
37367,1.3174406794471598
37368,0.8417710794031071
37369,1.633030660775185
37370,0.8611341824202131
37371,0.930592165429306
37372,0.8621264406987995
37373,0.7888047690820384
37374,1.1500303028579368
37375,1.2226412557361546
37376,3.5294041444452153
37377,2.457672222294646
37378,2.160720416733627
37379,0.9204216013409982
37380,0.7447757413148998
37381,0.8814908138194107
37382,1.0448464730468134
37383,4.262272931504916
37384,1.8052233248693539
37385,2.492299338729294
37386,0.5510579904821193
37387,1.9902390182849428
37388,3.859467061819386
37389,2.622833235322075
37390,3.833879256743087
37391,2.5439696048422227
37392,0.5993692614603683
37393,4.716769272268452
37394,3.705756504747702
37395,1.486346185596382
37396,2.147149730292513
37397,1.2679192297050033
37398,1.3493563377243931
37399,0.9516961308391337
37400,1.821601341808805
37401,0.7340385669502939
37402,0.9031436017812393
37403,1.4447841832575685
37404,2.1798993506551443
37405,0.89032067096214
37406,3.154642167968924
37407,1.6987842543343636
37408,2.285783990915355
37409,2.208094221955277
37410,1.1719223248201942
37411,1.3220850577316774
37412,0.7864905401641801
37413,4.989235305866959
37414,0.7868088166459475
37415,1.6193583398973135
37416,1.4278793014750268
37417,3.491680833419099
37418,2.6736746397744757
37419,3.814968703609824
37420,2.568627690775467
37421,1.3764593747997529
37422,2.458612468681214
37423,2.6314882401867767
37424,1.3116591236385964
37425,2.5398686051913235
37426,1.4852497248572936
37427,2.652846284460242
37428,1.6986305922729568
37429,1.0682140879061326
37430,1.3324587908520897
37431,2.7013729511405793
37432,1.7320110272787652
37433,4.552575519125942
37434,2.068904337500084
37435,1.0336944718012178
37436,1.7995536613652345
37437,1.418693813962492
37438,1.6481710725953502
37439,2.0850367334851208
37440,0.9455646679542522
37441,1.719377470075469
37442,2.983390646456867
37443,1.054271929860117
37444,2.696308762055117
37445,2.3924931612071574
37446,3.453124482480586
37447,3.3394262734209907
37448,2.8958001309819648
37449,1.562349509133596
37450,1.335269034879605
37451,2.5120259756874117
37452,2.2328811650154323
37453,1.596441245817457
37454,1.77740607830884
37455,2.0984416399058743
37456,1.0670865492436798
37457,1.2948230646480372
37458,1.1947417714156447
37459,1.2537635188343028
37460,2.043412365456831
37461,1.5029095831230799
37462,3.172864667462804
37463,2.5008270818414435
37464,1.1634294595217722
37465,1.4065290975779008
37466,1.7662394197135116
37467,1.2907921362823485
37468,4.8221425283558945
37469,2.1394972388839255
37470,2.99016991515117
37471,2.0882447705280978
37472,3.0979798673184007
37473,1.4989131669492726
37474,1.1205757844446202
37475,0.8058849101914616
37476,1.2788372173175862
37477,1.3161649497114167
37478,1.1356949057689
37479,2.044406704905993
37480,1.0444811711389257
37481,1.2335187774659737
37482,1.3043637155618757
37483,4.921018326997608
37484,0.9519017651786279
37485,3.7762190537633065
37486,2.917866950007802
37487,3.6517340853288207
37488,1.7971869857355491
37489,1.7366293183605297
37490,1.970575960264803
37491,0.9357090718370006
37492,2.413885454736621
37493,0.8370103318989874
37494,2.0273608408834756
37495,2.6416607998653117
37496,1.0890810626840857
37497,1.2625004516158271
37498,0.7690738752236589
37499,1.0055128999129697
37500,2.9826780328227716
37501,2.442900762220194
37502,4.19227057588022
37503,1.6403033082115206
37504,2.2946301437869767
37505,2.07450556363562
37506,3.3165234723213057
37507,0.818427647618548
37508,1.681771179571228
37509,1.6372783865711171
37510,1.6435723196637728
37511,1.8053243565109762
37512,3.223558964598057
37513,1.27977087255402
37514,2.588325492031996
